date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:35:31	2240/2240	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Dec%202022%2012:17:09%20GMT	https://admin.pixelstrap.com/roxo/assets/images/product/1.jpg	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/assets/images/product/1.jpg	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:31	79437/79437	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2009:52:19%20GMT	https://admin.pixelstrap.com/roxo/html/template/product.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/product.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:31	2463/2463	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Dec%202022%2012:17:09%20GMT	https://admin.pixelstrap.com/roxo/assets/images/product/2.jpg	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/assets/images/product/2.jpg	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:31	2140/2140	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Dec%202022%2012:17:09%20GMT	https://admin.pixelstrap.com/roxo/assets/images/product/3.jpg	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/assets/images/product/3.jpg	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:31	50890/50890	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2009:10:55%20GMT	https://admin.pixelstrap.com/roxo/html/template/checkout.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/checkout.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:32	55171/55171	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2005:06:07%20GMT	https://admin.pixelstrap.com/roxo/html/template/todo-app.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/todo-app.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:32	105412/105412	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2006:51:03%20GMT	https://admin.pixelstrap.com/roxo/html/template/education.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/education.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:32	150948/150948	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2012:31:23%20GMT	https://admin.pixelstrap.com/roxo/html/template/ecommerce.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/ecommerce.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:32	113832/113832	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2012:31:23%20GMT	https://admin.pixelstrap.com/roxo/html/template/crypto.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/crypto.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:33	78313/78313	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2012:31:23%20GMT	https://admin.pixelstrap.com/roxo/html/template/widgets.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/widgets.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:33	60031/60031	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Dec%202022%2008:19:01%20GMT	https://admin.pixelstrap.com/roxo/html/template/typography.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/typography.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:33	67743/67743	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Dec%202022%2008:19:55%20GMT	https://admin.pixelstrap.com/roxo/html/template/avatars.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/avatars.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:33	71526/71526	---M-Z	200	added ('OK')	text/html	date:Mon,%2026%20Dec%202022%2011:35:39%20GMT	https://admin.pixelstrap.com/roxo/html/template/buttons.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/buttons.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:33	61546/61546	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Dec%202022%2008:29:15%20GMT	https://admin.pixelstrap.com/roxo/html/template/badge.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/badge.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:34	61184/61184	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Dec%202022%2003:27:29%20GMT	https://admin.pixelstrap.com/roxo/html/template/progress.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/progress.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:34	76804/76804	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Dec%202022%2011:49:21%20GMT	https://admin.pixelstrap.com/roxo/html/template/modal.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/modal.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:34	58667/58667	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Dec%202022%2003:27:04%20GMT	https://admin.pixelstrap.com/roxo/html/template/alert.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/alert.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:34	78074/78074	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Dec%202022%2004:37:46%20GMT	https://admin.pixelstrap.com/roxo/html/template/dropdown.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/dropdown.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:35	74977/74977	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Dec%202022%2005:51:48%20GMT	https://admin.pixelstrap.com/roxo/html/template/collapse.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/collapse.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:35	57559/57559	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Dec%202022%2006:41:32%20GMT	https://admin.pixelstrap.com/roxo/html/template/tooltip.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/tooltip.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:35	48800/48800	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Dec%202022%2006:54:40%20GMT	https://admin.pixelstrap.com/roxo/html/template/divider.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/divider.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:35	142149/142149	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2009:45:40%20GMT	https://admin.pixelstrap.com/roxo/html/template/shop.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/shop.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:35	61336/61336	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Dec%202022%2007:50:44%20GMT	https://admin.pixelstrap.com/roxo/html/template/invoice.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/invoice.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:36	47789/47789	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2012:31:23%20GMT	https://admin.pixelstrap.com/roxo/html/template/invoice-preview.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/invoice-preview.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:36	82094/82094	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2007:53:53%20GMT	https://admin.pixelstrap.com/roxo/html/template/wishlist.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/wishlist.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:36	57819/57819	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Dec%202022%2009:35:53%20GMT	https://admin.pixelstrap.com/roxo/html/template/breadcrumbs.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/breadcrumbs.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:36	76655/76655	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Dec%202022%2009:28:00%20GMT	https://admin.pixelstrap.com/roxo/html/template/pagination.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/pagination.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:37	70569/70569	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Dec%202022%2010:10:56%20GMT	https://admin.pixelstrap.com/roxo/html/template/carousel.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/carousel.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:37	64941/64941	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Dec%202022%2012:01:39%20GMT	https://admin.pixelstrap.com/roxo/html/template/countdown.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/countdown.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:37	53848/53848	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2008:23:34%20GMT	https://admin.pixelstrap.com/roxo/html/template/progress-radial.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/progress-radial.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:37	52576/52576	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2008:27:08%20GMT	https://admin.pixelstrap.com/roxo/html/template/swap.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/swap.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:38	60536/60536	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2008:27:56%20GMT	https://admin.pixelstrap.com/roxo/html/template/indicator.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/indicator.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:38	59100/59100	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2005:02:13%20GMT	https://admin.pixelstrap.com/roxo/html/template/mask.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/mask.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:38	62898/62898	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2005:34:34%20GMT	https://admin.pixelstrap.com/roxo/html/template/stack.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/stack.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:38	51632/51632	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2005:39:08%20GMT	https://admin.pixelstrap.com/roxo/html/template/steps.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/steps.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:38	86404/86404	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2006:36:19%20GMT	https://admin.pixelstrap.com/roxo/html/template/tabs.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/tabs.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:39	65417/65417	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2006:57:06%20GMT	https://admin.pixelstrap.com/roxo/html/template/rating.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/rating.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:39	56270/56270	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2010:12:06%20GMT	https://admin.pixelstrap.com/roxo/html/template/input-textarea.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/input-textarea.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:39	58919/58919	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2008:42:41%20GMT	https://admin.pixelstrap.com/roxo/html/template/checkbox-radio.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/checkbox-radio.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:39	63510/63510	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2010:54:39%20GMT	https://admin.pixelstrap.com/roxo/html/template/select.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/select.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:40	66580/66580	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2011:55:45%20GMT	https://admin.pixelstrap.com/roxo/html/template/switch.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/switch.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:40	56988/56988	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2005:56:16%20GMT	https://admin.pixelstrap.com/roxo/html/template/input-group.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/input-group.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:40	9715/9715	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2005:41:55%20GMT	https://admin.pixelstrap.com/roxo/html/template/login.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/login.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:40	9970/9970	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2005:43:56%20GMT	https://admin.pixelstrap.com/roxo/html/template/register.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/register.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:40	10131/10131	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2005:46:23%20GMT	https://admin.pixelstrap.com/roxo/html/template/reset-password.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/reset-password.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:41	6613/6613	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2012:31:23%20GMT	https://admin.pixelstrap.com/roxo/html/template/coming-soon.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/coming-soon.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:41	9423/9423	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2005:49:06%20GMT	https://admin.pixelstrap.com/roxo/html/template/otp.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/otp.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:41	2759/2759	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2005:51:29%20GMT	https://admin.pixelstrap.com/roxo/html/template/error-404.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/error-404.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:41	8370/8370	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2005:54:21%20GMT	https://admin.pixelstrap.com/roxo/html/template/forgot-password.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/forgot-password.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:42	80229/80229	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2005:36:39%20GMT	https://admin.pixelstrap.com/roxo/html/template/roxo-animation.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/roxo-animation.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:42	71853/71853	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2005:35:01%20GMT	https://admin.pixelstrap.com/roxo/html/template/wow-animation.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/wow-animation.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:42	50662/50662	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2012:31:23%20GMT	https://admin.pixelstrap.com/roxo/html/template/here-map.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/here-map.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:42	44143/44143	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2012:31:23%20GMT	https://admin.pixelstrap.com/roxo/html/template/data-map.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/data-map.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:42	240531/240531	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2012:31:23%20GMT	https://admin.pixelstrap.com/roxo/html/template/iconly-icon.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/iconly-icon.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:43	57692/57692	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2004:59:24%20GMT	https://admin.pixelstrap.com/roxo/html/template/blog-grid.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/blog-grid.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:43	57552/57552	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2005:02:46%20GMT	https://admin.pixelstrap.com/roxo/html/template/blog-details.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/blog-details.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:43	54867/54867	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2012:31:23%20GMT	https://admin.pixelstrap.com/roxo/html/template/gallery.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/gallery.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:43	59897/59897	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2004:50:22%20GMT	https://admin.pixelstrap.com/roxo/html/template/faqs.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/faqs.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:44	42876/42876	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2012:31:23%20GMT	https://admin.pixelstrap.com/roxo/html/template/samplepage.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/samplepage.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:44	70683/70683	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2003:36:55%20GMT	https://admin.pixelstrap.com/roxo/html/template/swiper-slider.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/swiper-slider.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:44	56736/56736	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2012:31:23%20GMT	https://admin.pixelstrap.com/roxo/html/template/tables.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/tables.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:44	43363/43363	---M-Z	200	added ('OK')	text/html	date:Mon,%2026%20Dec%202022%2011:54:41%20GMT	https://admin.pixelstrap.com/roxo/html/template/calender.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/calender.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:44	54495/54495	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2012:31:23%20GMT	https://admin.pixelstrap.com/roxo/html/template/apex-chart.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/apex-chart.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:45	82881/82881	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2003:25:19%20GMT	https://admin.pixelstrap.com/roxo/html/template/knowledgebase.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/knowledgebase.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:45	42973/42973	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Dec%202022%2003:12:48%20GMT	https://admin.pixelstrap.com/roxo/html/template/kanban-board.html	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/html/template/kanban-board.html	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:45	934/934	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Dec%202022%2012:31:23%20GMT	https://admin.pixelstrap.com/roxo/assets/images/icons/1.png	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/assets/images/icons/1.png	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:45	929/929	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Dec%202022%2012:31:23%20GMT	https://admin.pixelstrap.com/roxo/assets/images/icons/2.png	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/assets/images/icons/2.png	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:46	842/842	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Dec%202022%2012:31:23%20GMT	https://admin.pixelstrap.com/roxo/assets/images/icons/3.png	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/assets/images/icons/3.png	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:46	622/622	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Dec%202022%2012:31:23%20GMT	https://admin.pixelstrap.com/roxo/assets/images/icons/4.png	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/assets/images/icons/4.png	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:46	7379/7379	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Dec%202022%2012:17:09%20GMT	https://admin.pixelstrap.com/roxo/assets/images/users/2.png	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/assets/images/users/2.png	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:46	8354/8354	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Dec%202022%2012:17:09%20GMT	https://admin.pixelstrap.com/roxo/assets/images/users/3.png	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/assets/images/users/3.png	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
02:35:46	2082/2082	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Dec%202022%2012:17:09%20GMT	https://admin.pixelstrap.com/roxo/assets/images/customizer/light.png	C:/My%20Web%20Sites/dashbejo/admin.pixelstrap.com/roxo/assets/images/customizer/light.png	(from https://admin.pixelstrap.com/roxo/html/template/index.html)
